Text,Target,Competence,Sociability,Trust
"@user ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol #StopHillary2016",Hillary Clinton,-2,-1,-2
"@user ""Everything I did was permitted."" -HRC. ""If God is dead, all things are permitted"" -Dostoyevsky.  #tcot",Hillary Clinton,0,-1,0
@user #COVID19 cannot be solved by any one country independently . Like climate change it is a global crisis,Environmentalists,0,1,1
"@user #CandidateCasino #Trumps the real deal, hand him the wheel, he can drive &make the climb to take #US up the hill. Vote",Donald Trump,2,2,3
@user #ayyylmao do #Democrats & other #liberals realize no one wants #HillaryClinton which is #Obamanation 2.0?,Barack Obama,-1,-1,-2
@user #ayyylmao do #Democrats & other #liberals realize no one wants #HillaryClinton which is #Obamanation 2.0?,Hillary Clinton,-1,-1,-3
@user #hillary is most likely a felon many times over but has been protected by the political class.,Hillary Clinton,1,-2,-2
@user . Is Trump talking about the nearly 3 million that voted for Hillary . 😂😂😂,Donald Trump,0,1,-2
@user . Is Trump talking about the nearly 3 million that voted for Hillary . 😂😂😂,Hillary Clinton,0,0,0
@user 100% agree. We need a woman like Hillary that can help this country get nursed back together!,Hillary Clinton,2,1,2
@user @Alyssa_Milano Being a Trumpster must be getting more difficult by the day,Donald Trump,-2,-1,-1
@user @CNN It's almost as if Trump has premeditated using the pandemic to attempt to suppress the vote . I've been saying this for months .,Donald Trump,0,-2,-2
"@user @DrMartyFox I'm on team ""Anyone other than Hillary",Hillary Clinton,-1,-2,-2
@user @GovMLG Nah I'm at work ... I definitely wouldn't waste my time with this garbage . How bout this the day you get pregnant is the day you have a say ... all you're doing is ensuring the demise of the Republican party . Women are not going to be your property .,Women,2,1,1
@user @HillaryClinton Does the general public trust her enough to be President? Don't think so.,Hillary Clinton,0,0,-2
"@user @HillaryClinton I am going against the grain . I don't like what I have found when I looked further than mainstream news . People who love her look no further than those who love Trump do . I read Trump threads too . Same sentiment , different corporate puppet .",Donald Trump,-1,-1,0
"@user @HillaryClinton I am going against the grain . I don't like what I have found when I looked further than mainstream news . People who love her look no further than those who love Trump do . I read Trump threads too . Same sentiment , different corporate puppet .",Hillary Clinton,-1,-2,-2
@user @HillaryClinton I'm voting in the Democrat primary this year...to support @BernieSanders.,Hillary Clinton,0,0,0
@user @HillaryClinton She's the animal!! She's also a sellout!!! Ppl that vote for her are sellouts!! #NoHillary2016,Hillary Clinton,0,-2,-3
@user @HillaryClinton Thank you Carol 4your support and work in pursuit of electing @HillaryClinton POTUS.  #ITrustHillary,Hillary Clinton,2,1,1
@user @HillaryClinton awesome every true chef needs this.. Go Hillary,Hillary Clinton,1,2,2
@user @HillaryClinton just defending my girl Hillary!,Hillary Clinton,1,2,2
"@user @HillaryClinton shhh, go get me an iced tea.....",Hillary Clinton,-1,-1,-2
"@user @HillaryClinton the unethical lying granny strikes again.  No charisma, no character, no accomplishments, no warmth",Hillary Clinton,-2,-2,-2
@user @JimCarrey Trump is a liar .,Donald Trump,-1,-2,-1
@user @JimCarrey Trump is a stupid has been .,Donald Trump,-2,-2,-3
"@user @Jim_Jordan @realDonaldTrump Well , clearly you didn't learn much there , or wherever you got your "" education . "" \nBut , your freedom to be poorly educated and ignorant is unimpeachable , so more power to you !",Donald Trump,-1,-2,-2
@user @NewAmericanMag All the Congressmen/women should be criticizing the lack of security in this Country!,Women,0,0,0
@user @ProWomanChoice d real question is. do u even research d side effects of abortion and contraceptives? #KnowYourFacts,Women,0,-1,0
"@user @ProjectLincoln They are never tRump Republicans precisely because they want to keep your a Constitutional freedoms alive . Another 4 years of tRump and you can kiss your constitutional , democratic system of government good bye . Hello authoritarian rule by “ Dear Leader tRump ” . Order but no law .",Donald Trump,-2,-2,-3
@user @RepSwalwell @user @RichardGrenell @RepRatcliffe @realDonaldTrump So Barr and Durham are going to release the damaging evidence indicting tRump of collusion with Putin and confirming his willingness to seek illegal assistance from foreign agents to steal the election in 2020 . Great I cannot wait .,Donald Trump,1,-1,-3
@user @WhiteHouse @realDonaldTrump I was raised a Democrat- but never would my Mother -going to vote for Trump 2020 ! They have gone far left ! I am 69 ! Just finding my voice ! Trump is right on it ! I will fight you tooth and nail ! Our freedoms are so important ! Democrats will end us ! Come at me !,Donald Trump,2,1,3
@user @globalnews Nothing backhanded at all Trump didn't do what he did all those people to be alive today .,Donald Trump,0,-1,-1
@user @realDonaldTrump  #HRC would be an even bigger threat to America than #Obummer.   #WakeUpAmerica,Barack Obama,-2,-2,-1
@user @realDonaldTrump  #HRC would be an even bigger threat to America than #Obummer.   #WakeUpAmerica,Hillary Clinton,0,-2,-2
"@user @realDonaldTrump @JimCarrey The Republicans are stupid , especially Trump . The Democrats are a little smarter than the Republicans .",Donald Trump,-1,-1,-2
"@user @realDonaldTrump Do you actually know the meaning of the word "" great "" ? I doubt you do . Trump is making America a laughing stock !",Donald Trump,-2,-2,-3
@user @realDonaldTrump Don't apologize for the truth. People are too sensitive. #MakeAmericaGreatAgain,Donald Trump,0,1,2
@user @realDonaldTrump I find this disgusting . It should be tRump in the prison . I hope he lives the rest of his life in “ public housing ” wearing an orange jumpsuit . It will be bargain for your country compared to the millions that have been spent letting him golf at his own golf courses !,Donald Trump,0,-2,-3
"@user @realDonaldTrump I see the lady with the PhD from tRump university is back . No one is defunding the police . And , calling protesters looters is a despicable . The protesters and rioters/looters are not the same . Yes rioting and looting did happen , but many protesters tried to stop the looting .",Donald Trump,-1,-1,0
"@user @realDonaldTrump It was HRC who used that phrase in reference to the crime bill . She also never explicitly talked about blacks in that reference , but that crime bill has disproportionately incarcerated non-violent black offenders .",Hillary Clinton,-1,0,-1
"@user @realDonaldTrump Nope . We have a crazy conservative faction too , but no huge rallies for trump here . We're the people who crashed the system a few years ago in our eagerness to fill in the 🇨🇦census . We like facts and science . I feel pity right now for U.S. bc of trump . I hope for Biden win",Donald Trump,-1,-1,-3
@user @realDonaldTrump The Media will try to discredit him. Democrats and GOP will attack him. America will Stand with him.,Donald Trump,1,2,2
@user @realDonaldTrump You can have your “ freaking ” happiness where you don’t care whether your neighbour might die because they can not afford health care . I would rather live in a country where I know everyone is provided health care regardless whether they have the ability to pay .,Donald Trump,-1,-1,-1
@user @theblaze I have looked through your tweets . Doesn't seem like any discussion on the potential of a recession . Stocks are tanking . Trump's policies are part of it . I am even going to call him a wonderful person but his economic policies are questionable .,Donald Trump,-2,1,-1
@user @theresagiudice @user I have problems with his viewpoint of religion too . Faith is real . Lots wrong done ✅ in the name of religion but lots of good is done ✅ too .,Religious people,2,1,0
"@user @user  That God for global warming melting icebergs, never gets prosecuted for her crimes #Liberals",Hillary Clinton,-1,-1,-2
@user @user #Programmed ppl are so damn STUCK ON BS! Clinton is free walking behind a rope! BARS ARE NEEDED! PLZ!,Hillary Clinton,-1,-2,-2
@user @user 2 years ago #Hillary never answered whether she used private email #Liberal media passed on reporting,Hillary Clinton,-1,0,-3
"@user @user @BUZZNET Women , not females .",Women,0,1,0
@user @user @BuzzFeedAndrew @BuzzFeedNews  It will. Otherwise we're guaranteed GOP in control of all 3 branches.,Hillary Clinton,1,0,0
@user @user @GOP TRUMP FOR PRESIDENT AS HE DOESN'T MINCE WORDS!!!!,Donald Trump,1,0,2
@user @user @realDonaldTrump I'm 71 and loved Reagan but really Trump tops them all .,Donald Trump,2,1,2
@user @user @realDonaldTrump Where do you get the information suggesting tRump has given away one third of his fortune since taking office . From what I can see he has used the office of President to enrich himself and his cronies .,Donald Trump,2,-2,-3
"@user @user @realDonaldTrump Yeah , but there could be Trump bots , or actual , real live (?) Trump supporters who have it read to them ... 🤷‍♂️",Donald Trump,0,-1,-1
"@user @user And Abedin's penumbra, the Muslim Brotherhood. Her connection is incontrovertible #HumaAbedin",Hillary Clinton,-1,-1,-1
@user @user Are you a troll or do you just want more trump ? Maybe both ??,Donald Trump,-1,-2,-2
@user @user Hey Hillary is on her to way to buy votes too! #HillarySoOld,Hillary Clinton,0,-1,-3
@user @user Hillary's New Campaign slogan is:  HILLARY - NOTHING TO HIDE BUT THE TRUTH!  #tcot #WakeUpAmerica,Hillary Clinton,-1,-1,-2
@user @user Hillary's doing the right thing -- staying focus on her campaign.,Hillary Clinton,1,2,2
"@user @user I agree 100% . The rest of the world , and your closest neighbours don't want a fraud in the WH . \nThat's why we're all very grateful for the 81 million Americans who voted for Biden , especially those Trump would suppress . \nFree & open US elections work . The voters have spoken !",Donald Trump,0,-1,-2
@user @user I am Canadian . Loved Obama when he was a senator . With you on his policies . He sold out . Trump's policies I am unsure of because he is a malignant narcissist and the only protocol they follow is self-interest . The tax cuts were definitely his thing .,Barack Obama,1,0,-2
@user @user I am Canadian . Loved Obama when he was a senator . With you on his policies . He sold out . Trump's policies I am unsure of because he is a malignant narcissist and the only protocol they follow is self-interest . The tax cuts were definitely his thing .,Donald Trump,0,-2,-2
@user @user I fully support full repeal. I will work for candidates who I believe will make it happen!,Hillary Clinton,0,0,1
@user @user I want the first female to be competent.,Hillary Clinton,1,0,-2
"@user @user In Canada , in this federal election , the parties are using trump as an example as to why not to vote conservative .",Donald Trump,-2,-1,-2
@user @user Let's hope the VOTERS remember! #HillNo,Hillary Clinton,-1,-1,-1
"@user @user Lets hope!  She's a killer, liar and a coward! #WakeUpAmerica #MakeAmericaGreatAgain",Hillary Clinton,-1,-3,-3
@user @user Low Info Voters are still clueless to the fundamental transformation Obama said he would inflict. #tcot,Barack Obama,-1,-2,1
@user @user Never forget @user #Benghazi Shackle the criminal element,Hillary Clinton,0,-1,-2
"@user @user Nothing to do with me.  It's not my choice, nor is it yours, to dictate what another woman chooses. #feminism",Women,1,1,1
@user @user Obama sees everything through an anti-Colonial prism.Every move he makes degrades our nation.#Cashinin,Barack Obama,-1,-2,-3
@user @user Of course he did. Traitors conspire with #traitors #ImpeachObama,Barack Obama,-1,-2,-3
@user @user Our neighbours on our street in Saskatoon had a Trump sign during the election . How are we going to forget that ?,Donald Trump,-1,0,-1
@user @user Read a book that isn't about a burning bush and maybe you'll learn something #LoveWins,Religious people,-1,-1,-1
"@user @user Seems the way we're going. Lord, I hope Bilderbergs don't pay for Hitlery like they did O.",Barack Obama,-2,-2,-2
"@user @user Seems the way we're going. Lord, I hope Bilderbergs don't pay for Hitlery like they did O.",Hillary Clinton,-1,-1,-2
@user @user She will be a  #CenterHitler.,Hillary Clinton,-2,-2,-3
"@user @user So this woman does one thing to help. She's GOP - she's, ultimately, the enemy - don't doubt it",Hillary Clinton,1,-1,-2
@user @user Thank goodness politicians saw sense and recognised women's rights over their own bodies.,Women,1,2,2
"@user @user The most fundamental right of them all, the right to life, is also a right of the unborn.",Women,1,-1,0
@user @user The unborn also have rights #defendthe8th,Women,1,-1,-1
@user @user They know they're going to lose to HRC so they keep trying!,Hillary Clinton,2,0,0
@user @user Trump is mentally ill . He has a right disease . He's just running for re-election just to keep from getting indicted . That's the only reason he's running for re-election .,Donald Trump,-1,-3,-3
@user @user You're right . I can't see Trump supporters abandoning him for any reason . They're trained to blame everything on Democrat sabotage . It's maddening .,Donald Trump,0,-2,-2
"@user @user actually noone said they dont consider it life, and an abortion is between a woman and her doctor",Women,1,1,1
"@user @user at least he didn't lose an embassy, cover up a murder, or burn govt emails.",Donald Trump,1,0,0
"@user @user at least he didn't lose an embassy, cover up a murder, or burn govt emails.",Hillary Clinton,0,-2,-2
@user @user doesn't matter. Nobody cares if the Clintons make mistakes as long as the checks keep coming.,Hillary Clinton,0,-1,-2
@user @user maybe all the politically correct pansies out there will move to a different country if Trump gets in!!!:),Donald Trump,0,-1,1
@user Amazing how much they sound like Republicans! ; ) #ITrustHillary,Hillary Clinton,2,1,1
@user And why are major media outlets not exposing Hillary's blatant flip flopping on this issue.,Hillary Clinton,-2,-2,-3
@user Athletes . They are humans too and have the propensity to fuck up just like anyone else . As a woman it is incredibly traumatic and damaging to see men in status positions get away with basically anything ( see OJ as #1 offender of this ) because they're athletes or famous/powerful,Women,-1,1,-1
@user Awww does #Killary think posing for that pic will make her look like a real human? @user #Benghazi #Shillary,Hillary Clinton,-1,-2,-2
"@user Barack was a two time fluke , Trump is a one time aberration .",Barack Obama,-1,-1,-2
"@user Barack was a two time fluke , Trump is a one time aberration .",Donald Trump,-2,-1,0
"@user Bernie was a big part of Trump getting elected in 2016 , if he wins the Dem nomination he will play a major role in getting Trump elected in 2020 . \n\nBE FOR WARNED",Donald Trump,0,0,0
"@user Can't stand @user anymore, but hope @HillaryClinton will go on the @user Show! This needs to happen!!",Hillary Clinton,1,0,1
"@user Clinton privilege transcends white privilege, rock star privilege, NFL privilege & intergalactic alien privilege.",Hillary Clinton,1,-1,-2
@user Comparing Trump to a child is an insult to all children .,Donald Trump,-1,-1,-2
@user Compassion the new frontier Hillary will go where she's never gone before She'll need a village & a committee,Hillary Clinton,1,1,0
@user Do we really want to know what's under those pantsuits? Besides the black heart of evil.,Hillary Clinton,0,-3,-2
@user Everything Trump touches dies !,Donald Trump,-1,-2,-2
"@user First SCOTUS reaffirms Obamacare, then it legalize gay marriage. Your world is crumbling!",Barack Obama,0,-2,-1
@user Giving birth is not pushing women toward death.,Women,0,0,0
"@user Good for you , Colleen ... get some good instruction and a little range time and you might really like it , finding a new hobby . My best friend and I taught his 21 year old daughter to shoot and she loved it , had never fired one in her life , and is a real "" girly-girl "" , fyi .",Women,0,1,1
@user Great so Canada is supposed to take everybody that Trump f ***** up no thank you you voted him in you vote him out or you're still stuck with him no sympathies show up and vote,Donald Trump,-1,-1,-2
@user HRC takes us Americans for mindless fools!! How insulting! #PJNET #OiP,Hillary Clinton,1,0,-2
@user Has anyone in Trump's family read a book or made it past grade 5 .,Donald Trump,-2,-2,-2
"@user He's not concerned about women's health, it's all about control. Stay outta my lady parts, Mr. Patrick!",Women,2,0,0
@user Hillary's emails missing and incomplete? Who'd of thunk it??  JUST TRUST ME!!!,Hillary Clinton,-1,-1,0
@user Hillary's new Campaign Slogan:  HILLARY - NOTHING TO HIDE EXCEPT THE TRUTH !!!  #TCOT #CCOT,Hillary Clinton,-2,-2,-1
@user Hillary's nose from lying is now bigger than Bill's cigars.,Hillary Clinton,-1,-2,-3
"@user How do you feel now you evil, hompohobic, hypocritical, lying bunch of lunatics? YOU LOST. GOD LOST. LOVE WON.",Religious people,-2,-3,-2
@user I agree with her previous stance; and I'm sure she still believes in what was said before.,Hillary Clinton,2,0,2
"@user I am Canadian and was thrilled that Clinton did not win . However , I have also known who Donald Trump is since the 80's and know the damage that malignant narcissists enabled by corrupt politicians can do .",Donald Trump,0,-2,-2
"@user I am Canadian and was thrilled that Clinton did not win . However , I have also known who Donald Trump is since the 80's and know the damage that malignant narcissists enabled by corrupt politicians can do .",Hillary Clinton,-1,-1,-1
@user I am in favor of women's rights and their right to choose. How I chose is irrelevant to others,Women,2,-1,2
@user I guess @realDonaldTrump really doesnt like or respect any politicians. .I respect him even more for that.,Donald Trump,1,1,2
@user I had an online friend badger me because I'm pro-choice . She kept posting and tagging me with religious posts and said if I didn't find Jesus should would have to hate me . I saved her the trouble by removing her from my friends list and blocking her .,Religious people,0,-2,-2
"@user I love Bern, but it's not his time!",Hillary Clinton,-1,1,0
"@user I would like to see poll: How many abortion doctors have told a woman ""No, an abortion is not required in your case.",Women,1,0,-1
@user I'm 50 years old and not once in my life have I ever been afraid of being falsely accused of rape ... while I bet not a lot of women can't say they've never been afraid of being raped . FUCK OFF TROLL !!!,Women,-1,-1,2
@user ITS TIME TO ROPE OFF KILLARY @FoxNews DELETE HER OFF YOUR BALLOT SHE IS A CLONE OF SODOM  INSANE OBAMMAD #WakeUpAmerica,Barack Obama,-1,-2,-3
@user ITS TIME TO ROPE OFF KILLARY @FoxNews DELETE HER OFF YOUR BALLOT SHE IS A CLONE OF SODOM  INSANE OBAMMAD #WakeUpAmerica,Hillary Clinton,-3,-3,-3
@user Ignorance does that to people. Gotta love them so they can learn to love AS WELL. #EndRacism #LoveYourNeighbor #Peace,Nonreligious people,0,0,1
"@user In this context, to all practical extents and purposes? It means",Hillary Clinton,0,0,0
@user Is there anything about the Clintons that is not fraudulent?,Hillary Clinton,-1,-2,-3
@user It’s a sad day when the Trumps come between a cat and it’s human . I think 🤔 if you give Frank a bit more attention you can probably get him to see the error of his ways and like #BidenForPresident #WarrenForTheWin #Sanders2020 anyone but a Trump .,Donald Trump,-1,-2,-2
"@user Meanwhile, derelicts, deviants, and bedlam thrive under Obama.",Barack Obama,-1,-2,-2
"@user No second chance . You feel like extending forgiveness ( whatever that means to you ) go ahead . But don't go back . I've survived an abusive marriage , wouldn't dream of it .",Women,-1,0,1
@user Not so great for the women you want to force to give birth against their wills. #rapeculture,Women,0,0,1
"@user Please RT the #ImpeachObama art at the top of this thread, pinned on my page.",Barack Obama,-1,-1,-2
"@user Remember , everything Trump says the opposite is true .",Donald Trump,0,-2,-3
@user Remember when millions of GWBush's emails went missing or deleted re Iraq War and nobody had a hearing? Yawn!,Hillary Clinton,0,0,0
@user Right now I think we're all sending special thanks to Donald Trump.,Donald Trump,1,1,1
@user Right now I think we're all sending special thanks to Donald Trump.,Hillary Clinton,-2,0,-1
"@user Right. Words no longer have meaning. Like Clintons,""It depends on what the meaning of 'is' is."" More if we don't",Hillary Clinton,0,-1,-2
@user She's too old to understand the internet...that she can be fact checked.,Hillary Clinton,-2,-1,-1
"@user Slut is a word made to degrade women, we shouldn't degrade anyone - it's their body's they can do what they like",Women,2,1,2
"@user So you've blown right past the whole ""women stopped dying after RvW"" thing. #prolifelie #hashtagitall",Women,1,0,-1
"@user Sure , after 8 years of TOTAL OBSTRUCTION ( not to mention hateful , vile words and racist behavior ) Lindsay and his fellow spineless traitors ( aka Republicans ) want "" both parties to come together "" now ! The HYPOCRISY is STUNNING ! \n #AmericaOrTrump \n #AmericaHasNoPresident",Donald Trump,-2,-1,-1
@user Thank you for adding me to your list,Hillary Clinton,0,1,0
@user That is why we ask her to stay . \n\nWhy is it that Americans have always honoured the brave and courageous ? \nBut not in this case because she is a brown Muslim woman . \n\nHIPOCHROCY,Women,-1,-1,-1
@user The guy w/ the #Benghazi sign has guts Loveit #NoHillary2016,Hillary Clinton,-1,-2,-2
"@user The same reasons people believe in the Bible, Koran, Talmud, etc. Ignorance. Lack of education. Poverty of intelligence.",Religious people,-2,-2,-1
"@user There goes the Latino vote, Donald Dumb!!",Donald Trump,-2,-1,-2
"@user These horrible people , Trump and friends included , will not win . \nWe are strong and we are based in love and compassion . \nLove trumps hate , my brother . \nI love you .",Donald Trump,-1,-2,-3
@user Trump is a racist & a xenophobe . His rhetoric and supporters are frightening the world . He is not making America great at all .,Donald Trump,-1,-3,-3
@user U r a LOSER and jealous of me cos I'm RICH #TrumpWillBeThePrezCosWinningIsAllHeDoesUnlikeYouLosersAlsoBanTheTacos,Donald Trump,3,-1,1
"@user Watching Trump is like being trapped in the Twilight Zone . No commercial break , no changing the channel .",Donald Trump,-1,-1,0
"@user Well that’s a criticism of the series - it’s supposed to get smart millennial women to open up about personal finance , but instead it’s click bait about privileged people with bad attitudes . Shame , because I’d be interested in how various women spend , save , & invest w/o clickbait",Women,0,0,0
@user When r u going to get some balls & stand up against the insanity of god worship. #FuckReligion #FuckJesus,Religious people,-1,-2,-3
"@user Why doesn't he run as a Socialist? Then he can hit Obama anytime he wants. Otherwise, it's just not done. #Bernie",Barack Obama,0,-1,-1
"@user Women are not a demographic, we are at least 50% of the nation. So a woman is no more symbolic than a man",Women,2,1,1
"@user Yeah, she's a real forward thinker! Lol  #MakeAmericaGreatAgain #WhyImNotVotingForHillary",Hillary Clinton,-1,-2,-2
"@user Yes . But Manchin is beginning to look a lot like Trump , a malignant narcissist",Donald Trump,-2,-2,-3
"@user You forgot, ""Release yourself from the binds of historical fiction.",Religious people,0,-1,-1
"@user You would force a woman to risk her health, sanity, and life, to continue a doomed pregnancy. Against her will. No.",Women,0,2,3
"@user You're not wrong . I have a huge heart inherited from my mother . I care about EVERYONE I meet , except maybe Donald Trump",Donald Trump,1,-1,-2
"@user Your committee has NOTHING!, 4 other committees found NOTHING! UR wasting our money on a witch hunt. #HillaryClinton",Hillary Clinton,-1,0,0
@user Yup. The women in the womb are as precious as those who are outside of it. #ProLifeYouth #AllLivesMatter,Women,2,2,0
@user a weak response on #KellyFile to Obama blame @user hit back at Obama hard. #Hannity #kellyfile,Barack Obama,0,-1,-1
@user and the sheeple will still vote for her,Hillary Clinton,1,-1,-1
@user because clearly @HillaryClinton is a champion for us all.,Hillary Clinton,1,2,1
"@user big banker buds need to ratchet up their ""Hillary cares about the little people"" propaganda",Hillary Clinton,-1,-1,-2
@user can't even run NJ and wants to be president? I'd vote for him before @HillaryClinton,Hillary Clinton,-2,-1,-2
@user hahaha. He is some kind of special..  this is why Hillary's going to win! Hahaha.,Hillary Clinton,1,1,0
"@user he made a careless mistake, she deliberately broke many laws & still lies about it.",Hillary Clinton,0,0,-2
@user i don't ever need a man #YesAllWomen,Women,2,1,2
@user i hate to break it to u bruh but women do get pretty for us. They get pretty to show other women #feminist,Women,-1,-1,1
@user i love bernie because he ain't,Hillary Clinton,0,0,0
@user i'm advocating men to stop loving women. Just have sex with them . #everydaysexism,Women,-2,-1,-1
"@user if u discriminate based on ur religion, be ready to be discriminated against for having that religion. @user",Religious people,-1,-2,-1
@user it must be hard work burying the @HillaryClinton anti-LGBT rights record #LoveWins #FeelTheBern,Hillary Clinton,0,0,-2
"@user not to worry, our real enemy is #Obama",Barack Obama,-1,-1,-2
"@user omg yes ! I haver never heard of sister wives and don't feel like watching it , but I would totally give a chance to brothers husbands 😂 women being powerful >>>>> men being pigs",Women,2,0,0
@user political correctness is killing the country! The Don is telling the truth!,Donald Trump,2,1,1
@user repent wen u commit a grave act like murder of a baby did u #abort ur baby?yes? then YOU repent! #hell s 4 eternity,Women,-1,-2,-2
@user says there may be enough AMERICAN Racists to Elect Trump as President. I think he's right. Take back America,Donald Trump,-1,-2,1
@user she's needs an Orange pantsuit! Permanently! #hillaryforprison #wakeupamerica #pjnet,Hillary Clinton,-1,-2,-3
@user this is how GOP needs to be handling campaign not attacking each other but showing all hillary fails. #uniteright,Hillary Clinton,-1,-1,-1
@user those of us that also have a brain will be voting against Hillary...,Hillary Clinton,-1,-2,-2
"@user we lost 4,000 of our Military boys when your President pulled out of Iraq.  #LiberalConsequences",Hillary Clinton,-2,-1,-1
@user well they should! Why do you think people in Karachi r dying? because we don't care about our environment!,Environmentalists,0,0,-1
@user who is for it. I'm not. But am for a women's right to her own body.,Women,1,1,2
"@user why do white women pretend to ne black, lies aboit dad & family instead going to the mental hospital?",Women,-1,-1,-2
@user why r u on twitter get back in the kitchen #feminist #feminazi #powertowomen #Equality,Women,-2,-3,-1
@user women being independent and making their own CHOICES,Women,2,2,1
@user won't be there. I'm supporting @HillaryClinton for President. #lgbtrights #ACAWorks,Hillary Clinton,2,1,2
"@user won't happen again. Hillary's coattails will help all democrats. Take back senate, Keep WH! Make history again!",Hillary Clinton,2,2,1
@user's mom has got it going on! #POTUS #ChelseasMom,Hillary Clinton,1,1,1
@washingtonpost sir sory mae bi bharat mool ka hu par my hart is for democraet and,Hillary Clinton,-1,0,0
@wordsporns @user. I'd rather go to hell then worship some Image created by whites...,Religious people,-2,-2,-2
A Godly husband  - knows you - trusts you - loves you - respects you - honors you - supports you - wants you - appreciates you #God,Women,0,2,2
A bundle of cells feels more pain than a fully grown women? no.,Women,-1,1,-1
A lot of #GOPHaters for #Hillary - so funny because she is beating them all at 40%,Hillary Clinton,1,1,2
A proper introduction of Hillary Clinton should begin with five words: Will the defendant please rise #WhyImNotVotingForHillary,Hillary Clinton,-3,-2,-3
A vote against Trump is a vote against America,Donald Trump,1,0,1
A vote by a woman is a wasted vote @user @user,Women,-2,-3,-1
A woman is not a sex object. She's a person. #truth #wisdom #womensrights #media #life #humanity #love #society,Women,2,3,1
"Absolutely fucking sick & tired of the religious and their ""We're persecuted"" bollocks! So fucking what? Pissoff!",Religious people,-2,-3,-2
Abusive Misogynist  @user whining that feminists are blocking him. Let's make his day and all bock him. #YesAllWomen,Nonreligious people,0,0,-1
After every @realDonaldTrump interview I watch I get more pumped up for November 2016 when this country can be made great again.,Donald Trump,1,2,2
"After the debacle of having passed O-care without reading it, O wants to pass comprehensive immigration in the same way!",Barack Obama,0,-1,-1
Agree choice if woman's life in danger.  But rape - does the baby deserve death for crime of his/her father? @user,Women,0,0,-1
"All Americans have value to our society, it's called a vote. #LiberalLogic    #InternationalJokeDay",Hillary Clinton,0,1,-1
"Although I certainly have disagreements, after reading about @GovernorOMalley I much rather have him than @HillaryClinton.",Hillary Clinton,0,-1,-2
"Amazing, inspiring speech&question session in Iowa City from @HillaryClinton .Her answers on education&health care were clear.",Hillary Clinton,2,2,2
"America needs a champion!-H  No thanks,@HillaryClinton we don't need a champion, especially if you're that ""champion"".",Hillary Clinton,-1,-2,-3
Another #Hillary supporter committed to caucus tonight! One more step on the way to winning the Iowa caucus.,Hillary Clinton,2,1,2
Anti choice laws are sexist because they only effect women*.,Women,-1,-1,0
Anti choice laws only effect women.  People don't care about things that don't effect men,Women,-1,-1,0
Anti-choice laws are entirely men controlling women,Women,1,1,1
Any man-made ideology will always be flawed due to Man's limitations and biases. #MuslimsSalvageYourselves,Religious people,-1,0,-1
Any sane person who advocates positive change in the world would be against religion. It's easy to see the damage it does.,Religious people,-2,-1,-1
Anyone else watching the debate and playing a drinking game ? Shots every time trump interrupts or says a lie ! \n\nRT if you’re playing 😏,Donald Trump,-1,0,-2
"Anyone who is against @realDonaldTrump 4 president, has no clue of his success and the potential of greatness he can do 4 us.",Donald Trump,2,2,3
Apparently #Trump values riches so much he can't afford values. #Trumpelstiltskin,Donald Trump,0,-2,-2
"Apparently, @BernieSanders fans don't like to see Hillary's name even implied.  #SheWhoShallNotBeNamedBecauseShesWinning",Hillary Clinton,0,0,1
"Apparently, putting cocaine in someone's butthole and then waiting for them to fart in your face is the wrong way to get high.",Hillary Clinton,-1,-1,0
Are we so desperate in this country to seriously consider a 60+ woman as president?,Hillary Clinton,-2,-1,-2
Are we so desperate in this country to seriously consider a 60+ woman as president?,Women,-2,-2,-2
"As good a time as any to say: when too many men are adjudicating on women's reproductive systems, the results are never good #Rape",Women,1,-1,1
As late as 2013 #HillaryClinton opposed marriage equality.,Hillary Clinton,1,-1,-1
As much as @BernieSanders's poll numbers have jumped I still have Hillary winning the Dem. nomination.,Hillary Clinton,2,1,2
As usual trump is late,Donald Trump,-2,-1,-1
At least the few mistakes made by @GOP candidates on the campaign aren't felonies like the ones@HillaryClinton makes.#OhHillNo,Hillary Clinton,-1,-2,-2
"Attenborough: 'The real problem is global' i.e. not just me, or you, but us",Environmentalists,1,0,0
BIG BOOTY BITCHES BIG BIG BOOTY BITCHES,Women,-1,-1,-1
"Barack Obama meets David Attenborough, I'm so ready for this and I cannot wait! 89 year's old and always on form #legend",Barack Obama,2,1,2
"Based on the long lines, I thought it was free burrito day at Pancheros but it was actually Hillary! #ReadyForHillary",Hillary Clinton,1,0,1
"Because I'm against common core, common crooks and common lies! #NoHillary2016 #StopHillaryClinton2016 #WhyImNotVotingForHillary",Hillary Clinton,-1,-2,-3
"Before any African American goes to church, they should realize that their make believe god supported their slavery.",Religious people,-2,-2,-2
Before leaving my dad's I took the liberty in framing and put up the pictures he has meeting Hillary and Bill Clinton in '92,Hillary Clinton,1,0,1
Bieber showed off his butt and no one slut shamed him but god forbid if we women wear shorts #doublestandards #sexism,Women,0,1,2
Bigger problems 4 #Christians than same sex #marriage: #worldhunger #cleanwater #sextrafficking #slavelabor #womensrights #thelost,Religious people,-1,-1,-2
"Bill Clinton Decided against taking out Bin Laden.   And we Got September 11, 2001.",Hillary Clinton,-1,-1,-1
Bill Clinton just wants to be the first dude to be President and bang one.,Hillary Clinton,-1,-1,-1
