Text,Target,Competence,Sociability,Trust
@user   #wgn #WGNTV - now mentions ROMNEY? #Hillary CARE = ROMNEY CARE = #Obamacare -- now PUBLIC OPTION for ALL,Barack Obama,0,1,0
@user   #wgn #WGNTV - now mentions ROMNEY? #Hillary CARE = ROMNEY CARE = #Obamacare -- now PUBLIC OPTION for ALL,Hillary Clinton,0,0,0
@user   Let's hope her campaign unravels before Dec.  We can't have this liar as next President.,Hillary Clinton,-1,-2,-3
"@user  If @realDonaldTrump finds evidence, he will expose #HRC as the horrible candidate she is.",Donald Trump,0,0,2
"@user  If @realDonaldTrump finds evidence, he will expose #HRC as the horrible candidate she is.",Hillary Clinton,1,-1,-1
@user  YES DONALD U R 100% CORRECT' as long as u stay the coruse and don't pander to GOP U GOT MY VOTE,Donald Trump,2,2,2
@user  yes he has an opinion but the choice should be in the hands of the women You know the person directly affected?,Women,1,1,0
"@user ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol #StopHillary2016",Hillary Clinton,-2,-1,-2
"@user ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol #WakeUpAmerica #StopHillary2016",Hillary Clinton,-3,-2,-1
"@user ""Everything I did was permitted."" -HRC. ""If God is dead, all things are permitted"" -Dostoyevsky.  #tcot",Hillary Clinton,0,-1,0
@user #COVID19 cannot be solved by any one country independently . Like climate change it is a global crisis,Environmentalists,0,1,1
"@user #CandidateCasino #Trumps the real deal, hand him the wheel, he can drive &make the climb to take #US up the hill. Vote",Donald Trump,2,2,3
@user #ayyylmao do #Democrats & other #liberals realize no one wants #HillaryClinton which is #Obamanation 2.0?,Barack Obama,-1,-1,-2
@user #ayyylmao do #Democrats & other #liberals realize no one wants #HillaryClinton which is #Obamanation 2.0?,Hillary Clinton,-1,-1,-3
@user #hillary is most likely a felon many times over but has been protected by the political class.,Hillary Clinton,1,-2,-2
@user - Be interesting to see how Hillary defends same when questioned.  She will eventually have to answer questions.,Hillary Clinton,0,-2,-1
@user . Is Trump talking about the nearly 3 million that voted for Hillary . 😂😂😂,Donald Trump,0,1,-2
@user . Is Trump talking about the nearly 3 million that voted for Hillary . 😂😂😂,Hillary Clinton,0,0,0
@user . The Clinton team ran a brilliant campaign . Especially impressed by the planted stuff that Trumpsters could not resist . 😁,Hillary Clinton,0,1,2
@user .... ah stop will ya ! We know you hate Trump but stop fawning over Biden ! At least you could be honest ... but your hatred overshadows the ability to be objective ! You use to be someone I valued .... but no more ! I wish you knew your value !,Donald Trump,0,0,1
@user 100% agree. We need a woman like Hillary that can help this country get nursed back together!,Hillary Clinton,2,1,2
@user 2016 is the first election I can vote in and I am proudly voting for @realDonaldTrump #trumpforpresident,Donald Trump,1,2,3
@user @Alyssa_Milano Being a Trumpster must be getting more difficult by the day,Donald Trump,-2,-1,-1
@user @CNN It's almost as if Trump has premeditated using the pandemic to attempt to suppress the vote . I've been saying this for months .,Donald Trump,0,-2,-2
"@user @DrMartyFox > With continued #Obama's & @TheDemocrats Admin policymaking, #USA will become #Greece! #WakeUpAmerica #NJ",Barack Obama,0,-1,-2
"@user @DrMartyFox > With continued #Obama's & @TheDemocrats Admin policymaking, #USA will become #Greece! #WakeUpAmerica #NJ",Hillary Clinton,-1,-1,-2
"@user @DrMartyFox I'm on team ""Anyone other than Hillary",Hillary Clinton,-1,-2,-2
@user @DrMartyFox She is as bad or worse possibly than #Obama and she will continue to break laws as if she is invincible.,Barack Obama,-2,-2,-3
@user @DrMartyFox She is as bad or worse possibly than #Obama and she will continue to break laws as if she is invincible.,Hillary Clinton,-2,-2,-3
@user @FoxNews @user @realDonaldTrump will do fine with legal Latino voters. #MakeAmericaGreatAgain,Donald Trump,1,1,2
@user @GovMLG Nah I'm at work ... I definitely wouldn't waste my time with this garbage . How bout this the day you get pregnant is the day you have a say ... all you're doing is ensuring the demise of the Republican party . Women are not going to be your property .,Women,2,1,1
@user @HRC Do you stand for #BillClinton assaulting teen girls too? #ReadyForHillary #HillaryClinton #Clinton2016,Hillary Clinton,-1,-3,-1
"@user @HillaryClinton @user So proud of you! Soon, we will show who we really are. Keep up the good work!",Hillary Clinton,2,2,3
@user @HillaryClinton Does the general public trust her enough to be President? Don't think so.,Hillary Clinton,0,0,-2
"@user @HillaryClinton I am going against the grain . I don't like what I have found when I looked further than mainstream news . People who love her look no further than those who love Trump do . I read Trump threads too . Same sentiment , different corporate puppet .",Donald Trump,-1,-1,0
"@user @HillaryClinton I am going against the grain . I don't like what I have found when I looked further than mainstream news . People who love her look no further than those who love Trump do . I read Trump threads too . Same sentiment , different corporate puppet .",Hillary Clinton,-1,-2,-2
@user @HillaryClinton I love it! One of our biggest donors is Saudi Arabia. They support women's rights completely! #GoTeam,Hillary Clinton,-1,-1,0
@user @HillaryClinton I love it! One of our biggest donors is Saudi Arabia. They support women's rights completely! #GoTeam,Women,-1,-1,0
@user @HillaryClinton I'm voting in the Democrat primary this year...to support @BernieSanders.,Hillary Clinton,0,0,0
@user @HillaryClinton She's the animal!! She's also a sellout!!! Ppl that vote for her are sellouts!! #NoHillary2016,Hillary Clinton,0,-2,-3
@user @HillaryClinton Thank you Carol 4your support and work in pursuit of electing @HillaryClinton POTUS.  #ITrustHillary,Hillary Clinton,2,1,1
@user @HillaryClinton awesome every true chef needs this.. Go Hillary,Hillary Clinton,1,2,2
"@user @HillaryClinton is a degenerate liar who will do, say, cheat, delete, anything to get another squat at 1600 Penn Ave.",Hillary Clinton,-1,-3,-3
@user @HillaryClinton just defending my girl Hillary!,Hillary Clinton,1,2,2
"@user @HillaryClinton shhh, go get me an iced tea.....",Hillary Clinton,-1,-1,-2
"@user @HillaryClinton the unethical lying granny strikes again.  No charisma, no character, no accomplishments, no warmth",Hillary Clinton,-2,-2,-2
@user @HillaryClinton you could never dream to be as intelligent as she is,Hillary Clinton,1,1,-1
@user @JimCarrey @POTUS I don't appreciate what Trump is doing,Donald Trump,0,-1,-2
@user @JimCarrey Trump is a liar .,Donald Trump,-1,-2,-1
@user @JimCarrey Trump is a stupid has been .,Donald Trump,-2,-2,-3
"@user @Jim_Jordan @realDonaldTrump Well , clearly you didn't learn much there , or wherever you got your "" education . "" \nBut , your freedom to be poorly educated and ignorant is unimpeachable , so more power to you !",Donald Trump,-1,-2,-2
@user @NewAmericanMag All the Congressmen/women should be criticizing the lack of security in this Country!,Women,0,0,0
@user @POTUS @realDonaldTrump @mPinoe @USWNT You certainly don't represent all Americans ... so please ... keep your pearl clutching and false patriotism to yourself .,Donald Trump,-1,-2,-3
@user @ProWomanChoice d real question is. do u even research d side effects of abortion and contraceptives? #KnowYourFacts,Women,0,-1,0
"@user @ProjectLincoln They are never tRump Republicans precisely because they want to keep your a Constitutional freedoms alive . Another 4 years of tRump and you can kiss your constitutional , democratic system of government good bye . Hello authoritarian rule by “ Dear Leader tRump ” . Order but no law .",Donald Trump,-2,-2,-3
@user @RepSwalwell @user @RichardGrenell @RepRatcliffe @realDonaldTrump So Barr and Durham are going to release the damaging evidence indicting tRump of collusion with Putin and confirming his willingness to seek illegal assistance from foreign agents to steal the election in 2020 . Great I cannot wait .,Donald Trump,1,-1,-3
@user @SpeakerBoehner @user @user What her emails? They released the rest all very boring.,Hillary Clinton,1,0,1
@user @WhiteHouse @realDonaldTrump I was raised a Democrat- but never would my Mother -going to vote for Trump 2020 ! They have gone far left ! I am 69 ! Just finding my voice ! Trump is right on it ! I will fight you tooth and nail ! Our freedoms are so important ! Democrats will end us ! Come at me !,Donald Trump,2,1,3
@user @globalnews Nothing backhanded at all Trump didn't do what he did all those people to be alive today .,Donald Trump,0,-1,-1
@user @majorityfm & Obama's . Fuck them all basically .,Barack Obama,-1,-2,-2
@user @realDonaldTrump  #HRC would be an even bigger threat to America than #Obummer.   #WakeUpAmerica,Barack Obama,-2,-2,-1
@user @realDonaldTrump  #HRC would be an even bigger threat to America than #Obummer.   #WakeUpAmerica,Hillary Clinton,0,-2,-2
@user @realDonaldTrump  I'd be happy if that scandal brings her down.  There will be others...,Hillary Clinton,-1,-2,-3
"@user @realDonaldTrump @JimCarrey The Republicans are stupid , especially Trump . The Democrats are a little smarter than the Republicans .",Donald Trump,-1,-1,-2
@user @realDonaldTrump @YouGovAmerica @CNN @DataProgress @realDonaldTrump rarely cites sources for his lies . He has no credible sources ...,Donald Trump,0,-1,-2
"@user @realDonaldTrump Do you actually know the meaning of the word "" great "" ? I doubt you do . Trump is making America a laughing stock !",Donald Trump,-2,-2,-3
@user @realDonaldTrump Don't apologize for the truth. People are too sensitive. #MakeAmericaGreatAgain,Donald Trump,0,1,2
@user @realDonaldTrump I find this disgusting . It should be tRump in the prison . I hope he lives the rest of his life in “ public housing ” wearing an orange jumpsuit . It will be bargain for your country compared to the millions that have been spent letting him golf at his own golf courses !,Donald Trump,0,-2,-3
"@user @realDonaldTrump I see the lady with the PhD from tRump university is back . No one is defunding the police . And , calling protesters looters is a despicable . The protesters and rioters/looters are not the same . Yes rioting and looting did happen , but many protesters tried to stop the looting .",Donald Trump,-1,-1,0
"@user @realDonaldTrump It was HRC who used that phrase in reference to the crime bill . She also never explicitly talked about blacks in that reference , but that crime bill has disproportionately incarcerated non-violent black offenders .",Hillary Clinton,-1,0,-1
"@user @realDonaldTrump Nope . We have a crazy conservative faction too , but no huge rallies for trump here . We're the people who crashed the system a few years ago in our eagerness to fill in the 🇨🇦census . We like facts and science . I feel pity right now for U.S. bc of trump . I hope for Biden win",Donald Trump,-1,-1,-3
@user @realDonaldTrump The Media will try to discredit him. Democrats and GOP will attack him. America will Stand with him.,Donald Trump,1,2,2
@user @realDonaldTrump You can have your “ freaking ” happiness where you don’t care whether your neighbour might die because they can not afford health care . I would rather live in a country where I know everyone is provided health care regardless whether they have the ability to pay .,Donald Trump,-1,-1,-1
@user @theblaze I have looked through your tweets . Doesn't seem like any discussion on the potential of a recession . Stocks are tanking . Trump's policies are part of it . I am even going to call him a wonderful person but his economic policies are questionable .,Donald Trump,-2,1,-1
@user @theresagiudice @user I have problems with his viewpoint of religion too . Faith is real . Lots wrong done ✅ in the name of religion but lots of good is done ✅ too .,Religious people,2,1,0
@user @user  Attack? More like the daily liberal media defend Hillary and her lies!!,Hillary Clinton,-1,-2,-2
"@user @user  That God for global warming melting icebergs, never gets prosecuted for her crimes #Liberals",Hillary Clinton,-1,-1,-2
@user @user  WTF?????? The true face of #Racism & it is UGLY both inside & out,Donald Trump,0,-1,-1
@user @user #Obama cares more about deserters than unborn babies #ProtectTheUnprotected #AntiAbortion,Barack Obama,-1,-2,-3
@user @user #Programmed ppl are so damn STUCK ON BS! Clinton is free walking behind a rope! BARS ARE NEEDED! PLZ!,Hillary Clinton,-1,-2,-2
@user @user #Stephens begged for his life & @HillaryClinton @user is begging for ur vote #NotAChanceInHell,Hillary Clinton,-1,-2,-3
@user @user . I've been reeding about Trump association with Russia for over a year . Media did next to nothing . 😤,Donald Trump,-1,0,-2
@user @user 2 years ago #Hillary never answered whether she used private email #Liberal media passed on reporting,Hillary Clinton,-1,0,-3
"@user @user @BUZZNET Women , not females .",Women,0,1,0
@user @user @BuzzFeedAndrew @BuzzFeedNews  It will. Otherwise we're guaranteed GOP in control of all 3 branches.,Hillary Clinton,1,0,0
@user @user @GOP TRUMP FOR PRESIDENT AS HE DOESN'T MINCE WORDS!!!!,Donald Trump,1,0,2
"@user @user @JimCarrey Trump is no Saint . He is a con man , crooked , racist , and disrespects women , hates immigrants and hates people of color .",Donald Trump,-3,-3,-2
@user @user @billmaher @StephenAtHome I see the #trump troll brigade is on you . Shows yours is a voice worth listening to .,Donald Trump,0,1,0
@user @user @realDonaldTrump I'm 71 and loved Reagan but really Trump tops them all .,Donald Trump,2,1,2
@user @user @realDonaldTrump Where do you get the information suggesting tRump has given away one third of his fortune since taking office . From what I can see he has used the office of President to enrich himself and his cronies .,Donald Trump,2,-2,-3
"@user @user @realDonaldTrump Yeah , but there could be Trump bots , or actual , real live (?) Trump supporters who have it read to them ... 🤷‍♂️",Donald Trump,0,-1,-1
"@user @user And Abedin's penumbra, the Muslim Brotherhood. Her connection is incontrovertible #HumaAbedin",Hillary Clinton,-1,-1,-1
@user @user Are you a troll or do you just want more trump ? Maybe both ??,Donald Trump,-1,-2,-2
@user @user Bad for her is good for the U.S. @user #Killary,Hillary Clinton,0,-1,-1
@user @user Hey Hillary is on her to way to buy votes too! #HillarySoOld,Hillary Clinton,0,-1,-3
@user @user Hillaey Clinton can't help but lie...it's who she really is.,Hillary Clinton,-1,-2,-3
@user @user Hillary for Prez = Obama's third term and that's the last thing we need!!,Barack Obama,1,-2,-3
@user @user Hillary for Prez = Obama's third term and that's the last thing we need!!,Hillary Clinton,1,0,-1
@user @user Hillary's New Campaign slogan is:  HILLARY - NOTHING TO HIDE BUT THE TRUTH!  #tcot #WakeUpAmerica,Hillary Clinton,-1,-1,-2
@user @user Hillary's doing the right thing -- staying focus on her campaign.,Hillary Clinton,1,2,2
"@user @user I agree 100% . The rest of the world , and your closest neighbours don't want a fraud in the WH . \nThat's why we're all very grateful for the 81 million Americans who voted for Biden , especially those Trump would suppress . \nFree & open US elections work . The voters have spoken !",Donald Trump,0,-1,-2
@user @user I am Canadian . Loved Obama when he was a senator . With you on his policies . He sold out . Trump's policies I am unsure of because he is a malignant narcissist and the only protocol they follow is self-interest . The tax cuts were definitely his thing .,Barack Obama,1,0,-2
@user @user I am Canadian . Loved Obama when he was a senator . With you on his policies . He sold out . Trump's policies I am unsure of because he is a malignant narcissist and the only protocol they follow is self-interest . The tax cuts were definitely his thing .,Donald Trump,0,-2,-2
"@user @user I do not understand why there is not a swift and brutal end put to this shit ? It IS sedition , treason . But what , that no longer exists in Trumpland ? Well unless you are Dems or of color , then cops would be busting protestor heads . I am 65 and never thought this is what we’d come to",Donald Trump,-1,-2,-1
"@user @user I do not understand why there is not a swift and brutal end put to this shit ? It IS sedition , treason . But what , that no longer exists in Trumpland ? Well unless you are Dems or of color , then cops would be busting protestor heads . I am 65 and never thought this is what we’d come to",Women,0,0,-1
@user @user I do too 🤚 but on the other hand 🖐 is it Trump buying votes ?,Donald Trump,0,-1,-1
@user @user I fully support full repeal. I will work for candidates who I believe will make it happen!,Hillary Clinton,0,0,1
@user @user I want the first female to be competent.,Hillary Clinton,1,0,-2
"@user @user If hell existed, Bush would be first in line, ""Christian"" or not. Morality transcends religion.",Nonreligious people,1,-1,0
"@user @user If hell existed, Bush would be first in line, ""Christian"" or not. Morality transcends religion.",Religious people,0,0,-1
@user @user Illegal aliens are destroying America and raping our women!,Women,-1,-1,0
"@user @user In Canada , in this federal election , the parties are using trump as an example as to why not to vote conservative .",Donald Trump,-2,-1,-2
@user @user Is that mostly because of cancer ? \nHard times are just that hard . Did someone lead you to believe God would fix it ? I am sorry someone mislead you . God knows you don't have the stomach for religion . It's okay . He can handle it . U don't have to believe it . He will do faith for you .,Religious people,0,0,-1
@user @user It's the Clinton history of scandalous behavior.  #Integrity knows no sex. #HillaryonCNN,Hillary Clinton,-2,-2,-3
@user @user Let's hope the VOTERS remember! #HillNo,Hillary Clinton,-1,-1,-1
"@user @user Lets hope!  She's a killer, liar and a coward! #WakeUpAmerica #MakeAmericaGreatAgain",Hillary Clinton,-1,-3,-3
@user @user Low Info Voters are still clueless to the fundamental transformation Obama said he would inflict. #tcot,Barack Obama,-1,-2,1
@user @user Maybe a woman should be President.,Hillary Clinton,1,1,1
@user @user Maybe a woman should be President.,Women,1,2,1
@user @user Never forget @user #Benghazi Shackle the criminal element,Hillary Clinton,0,-1,-2
"@user @user Nothing to do with me.  It's not my choice, nor is it yours, to dictate what another woman chooses. #feminism",Women,1,1,1
@user @user Obama sees everything through an anti-Colonial prism.Every move he makes degrades our nation.#Cashinin,Barack Obama,-1,-2,-3
@user @user Of course he did. Traitors conspire with #traitors #ImpeachObama,Barack Obama,-1,-2,-3
"@user @user Open mouth, reveal heart-Margaret Sanger,architect for black genocide @user @user #HillarySoWhite",Hillary Clinton,0,-1,-2
@user @user Our neighbours on our street in Saskatoon had a Trump sign during the election . How are we going to forget that ?,Donald Trump,-1,0,-1
@user @user Read a book that isn't about a burning bush and maybe you'll learn something #LoveWins,Religious people,-1,-1,-1
@user @user Right-wing idiots in the US are capable of anything. Including voting for extreme racist,Donald Trump,-1,-2,-2
"@user @user Seems the way we're going. Lord, I hope Bilderbergs don't pay for Hitlery like they did O.",Barack Obama,-2,-2,-2
"@user @user Seems the way we're going. Lord, I hope Bilderbergs don't pay for Hitlery like they did O.",Hillary Clinton,-1,-1,-2
@user @user She will be a  #CenterHitler.,Hillary Clinton,-2,-2,-3
"@user @user So this woman does one thing to help. She's GOP - she's, ultimately, the enemy - don't doubt it",Hillary Clinton,1,-1,-2
@user @user Thank goodness politicians saw sense and recognised women's rights over their own bodies.,Women,1,2,2
"@user @user The most fundamental right of them all, the right to life, is also a right of the unborn.",Women,1,-1,0
@user @user The only reason Trump wants war is to distract the American people from the crimes he and his lapdogs have and are still committing .,Donald Trump,0,-3,-3
@user @user The unborn also have rights #defendthe8th,Women,1,-1,-1
@user @user They know they're going to lose to HRC so they keep trying!,Hillary Clinton,2,0,0
"@user @user Totally agree, Hillary is an incompetent scandal ridden phony.",Hillary Clinton,-2,-2,-3
@user @user Trump is mentally ill . He has a right disease . He's just running for re-election just to keep from getting indicted . That's the only reason he's running for re-election .,Donald Trump,-1,-3,-3
@user @user Trump's gone in 4 months Trudeau knows it and he's not going to waste his time with Trump .,Donald Trump,-1,-2,-1
@user @user What diversity? Conservatives are racist. I am one. I love Trump.,Donald Trump,1,0,2
"@user @user Women with big masculine energy need more media representation because they're definitely out there and man , they be hunting",Women,1,0,0
@user @user You're right . I can't see Trump supporters abandoning him for any reason . They're trained to blame everything on Democrat sabotage . It's maddening .,Donald Trump,0,-2,-2
"@user @user actually noone said they dont consider it life, and an abortion is between a woman and her doctor",Women,1,1,1
"@user @user at least he didn't lose an embassy, cover up a murder, or burn govt emails.",Donald Trump,1,0,0
"@user @user at least he didn't lose an embassy, cover up a murder, or burn govt emails.",Hillary Clinton,0,-2,-2
@user @user doesn't matter. Nobody cares if the Clintons make mistakes as long as the checks keep coming.,Hillary Clinton,0,-1,-2
@user @user maybe all the politically correct pansies out there will move to a different country if Trump gets in!!!:),Donald Trump,0,-1,1
"@user @user serious, if trump runs you'll get a trump tattoo? Calling the Donald!!",Donald Trump,1,0,0
@user @user she also voted for the Iraq war and was responsible for gathering @TheDemocrats votes to support it.,Hillary Clinton,-1,-2,-2
@user @user we don't need him!,Donald Trump,-1,-1,-2
@user @user well said. Men are playing political football with women's right to have control over our bodies. #fail,Women,1,0,0
@user Abortion is NOT illegal and I would never judge a woman for making that choice.,Women,1,2,1
@user Amazing how much they sound like Republicans! ; ) #ITrustHillary,Hillary Clinton,2,1,1
@user And why are major media outlets not exposing Hillary's blatant flip flopping on this issue.,Hillary Clinton,-2,-2,-3
"@user And, #HandOverTheServer she wiped clean + 30k deleted emails, explains dereliction of duty/lies re #Benghazi,etc #tcot",Hillary Clinton,-2,-2,-2
@user Athletes . They are humans too and have the propensity to fuck up just like anyone else . As a woman it is incredibly traumatic and damaging to see men in status positions get away with basically anything ( see OJ as #1 offender of this ) because they're athletes or famous/powerful,Women,-1,1,-1
@user Awww does #Killary think posing for that pic will make her look like a real human? @user #Benghazi #Shillary,Hillary Clinton,-1,-2,-2
"@user Barack was a two time fluke , Trump is a one time aberration .",Barack Obama,-1,-1,-2
"@user Barack was a two time fluke , Trump is a one time aberration .",Donald Trump,-2,-1,0
"@user Bernie was a big part of Trump getting elected in 2016 , if he wins the Dem nomination he will play a major role in getting Trump elected in 2020 . \n\nBE FOR WARNED",Donald Trump,0,0,0
"@user Can't stand @user anymore, but hope @HillaryClinton will go on the @user Show! This needs to happen!!",Hillary Clinton,1,0,1
"@user Clinton privilege transcends white privilege, rock star privilege, NFL privilege & intergalactic alien privilege.",Hillary Clinton,1,-1,-2
@user Comparing Trump to a child is an insult to all children .,Donald Trump,-1,-1,-2
@user Compassion the new frontier Hillary will go where she's never gone before She'll need a village & a committee,Hillary Clinton,1,1,0
@user Didn't realize I was in a Republican echo chamber of faux scandals! Ask Gowdy to #Releasethetranscript  #ITrustHillary,Hillary Clinton,2,0,0
@user Do we really want to know what's under those pantsuits? Besides the black heart of evil.,Hillary Clinton,0,-3,-2
@user Donald Trump is a narcissist . That extends to everyone in his cabinet . THEY ARE ALL TWISTED !!! \nLook back decades and you find Trump was allowed to descend into this state by privilege . Kavanaugh presents like this . It's what everyone wants to ignore . Could that be a reflection ?,Donald Trump,1,-2,-3
@user Everything Trump touches dies !,Donald Trump,-1,-2,-2
"@user First SCOTUS reaffirms Obamacare, then it legalize gay marriage. Your world is crumbling!",Barack Obama,0,-2,-1
@user Giving birth is not pushing women toward death.,Women,0,0,0
"@user Good for you , Colleen ... get some good instruction and a little range time and you might really like it , finding a new hobby . My best friend and I taught his 21 year old daughter to shoot and she loved it , had never fired one in her life , and is a real "" girly-girl "" , fyi .",Women,0,1,1
@user Great so Canada is supposed to take everybody that Trump f ***** up no thank you you voted him in you vote him out or you're still stuck with him no sympathies show up and vote,Donald Trump,-1,-1,-2
@user HRC takes us Americans for mindless fools!! How insulting! #PJNET #OiP,Hillary Clinton,1,0,-2
@user Has anyone in Trump's family read a book or made it past grade 5 .,Donald Trump,-2,-2,-2
"@user He's not concerned about women's health, it's all about control. Stay outta my lady parts, Mr. Patrick!",Women,2,0,0
"@user Higher sea levels & temperature, glacial retreat, warmer oceans, extreme weather events. Plenty of evidence.",Environmentalists,3,1,3
@user Hillary's brand of  experience we do not need!,Hillary Clinton,0,-1,-2
@user Hillary's emails missing and incomplete? Who'd of thunk it??  JUST TRUST ME!!!,Hillary Clinton,-1,-1,0
@user Hillary's new Campaign Slogan:  HILLARY - NOTHING TO HIDE EXCEPT THE TRUTH !!!  #TCOT #CCOT,Hillary Clinton,-2,-2,-1
@user Hillary's nose from lying is now bigger than Bill's cigars.,Hillary Clinton,-1,-2,-3
@user How could anyone vote for that woman?,Hillary Clinton,0,-1,-2
"@user How do you feel now you evil, hompohobic, hypocritical, lying bunch of lunatics? YOU LOST. GOD LOST. LOVE WON.",Religious people,-2,-3,-2
@user I agree with her previous stance; and I'm sure she still believes in what was said before.,Hillary Clinton,2,0,2
"@user I am Canadian and was thrilled that Clinton did not win . However , I have also known who Donald Trump is since the 80's and know the damage that malignant narcissists enabled by corrupt politicians can do .",Donald Trump,0,-2,-2
"@user I am Canadian and was thrilled that Clinton did not win . However , I have also known who Donald Trump is since the 80's and know the damage that malignant narcissists enabled by corrupt politicians can do .",Hillary Clinton,-1,-1,-1
@user I am in favor of women's rights and their right to choose. How I chose is irrelevant to others,Women,2,-1,2
"@user I can confirm. They also worship #Hitler, the atheist diety and inventor of",Nonreligious people,-1,-2,-3
@user I guess @realDonaldTrump really doesnt like or respect any politicians. .I respect him even more for that.,Donald Trump,1,1,2
@user I had an online friend badger me because I'm pro-choice . She kept posting and tagging me with religious posts and said if I didn't find Jesus should would have to hate me . I saved her the trouble by removing her from my friends list and blocking her .,Religious people,0,-2,-2
@user I have 2 words for u  #Benghazi  #whitewater. She's morally questionable. We as women should demand better,Hillary Clinton,-1,-1,-2
@user I have 2 words for u  #Benghazi  #whitewater. She's morally questionable. We as women should demand better,Women,0,-1,0
@user I hear the Peter Gunn theme. She's going to kick some serious GOP ass.,Hillary Clinton,2,1,2
@user I like how Jesus is reduced to appearing on toast and photoshopped images and they still praise it.,Religious people,-2,-2,-2
"@user I love Bern, but it's not his time!",Hillary Clinton,-1,1,0
@user I say go for it . @user by extension offered to pay for your Wedding @user as a step in Dad . The @realDonaldTrump have some cool hotels to host .,Donald Trump,0,1,0
@user I want to fav this tweet....cause it's hilarious. But I give no support to #HillaryClinton,Hillary Clinton,-1,-1,-2
@user I was mocking Trump's congratulations speech in PR 30 min ago .,Donald Trump,-1,-1,-2
"@user I won't use the c-word, so I'll just say that everything Clinton does is a ""cunning stunt"". #HillaryonCNN",Hillary Clinton,-2,-2,-3
"@user I would like to see poll: How many abortion doctors have told a woman ""No, an abortion is not required in your case.",Women,1,0,-1
@user I'm 50 years old and not once in my life have I ever been afraid of being falsely accused of rape ... while I bet not a lot of women can't say they've never been afraid of being raped . FUCK OFF TROLL !!!,Women,-1,-1,2
@user I'm a boomer and I don't like the stark choices emerging here : two 78ish year old white men . The fact that the US STILL can't bring themselves to get behind a woman for President bogles my mind .,Hillary Clinton,2,1,1
@user I'm a boomer and I don't like the stark choices emerging here : two 78ish year old white men . The fact that the US STILL can't bring themselves to get behind a woman for President bogles my mind .,Women,2,1,1
@user ITS TIME TO ROPE OFF KILLARY @FoxNews DELETE HER OFF YOUR BALLOT SHE IS A CLONE OF SODOM  INSANE OBAMMAD #WakeUpAmerica,Barack Obama,-1,-2,-3
@user ITS TIME TO ROPE OFF KILLARY @FoxNews DELETE HER OFF YOUR BALLOT SHE IS A CLONE OF SODOM  INSANE OBAMMAD #WakeUpAmerica,Hillary Clinton,-3,-3,-3
@user Ignorance does that to people. Gotta love them so they can learn to love AS WELL. #EndRacism #LoveYourNeighbor #Peace,Nonreligious people,0,0,1
"@user In this context, to all practical extents and purposes? It means",Hillary Clinton,0,0,0
@user Is there anything about the Clintons that is not fraudulent?,Hillary Clinton,-1,-2,-3
"@user It's never been about ""life"" has it? ""#Prolife"" are OK with women dying.",Women,-1,0,0
@user It’s a sad day when the Trumps come between a cat and it’s human . I think 🤔 if you give Frank a bit more attention you can probably get him to see the error of his ways and like #BidenForPresident #WarrenForTheWin #Sanders2020 anyone but a Trump .,Donald Trump,-1,-2,-2
"@user Meanwhile, derelicts, deviants, and bedlam thrive under Obama.",Barack Obama,-1,-2,-2
"@user No second chance . You feel like extending forgiveness ( whatever that means to you ) go ahead . But don't go back . I've survived an abusive marriage , wouldn't dream of it .",Women,-1,0,1
"@user No, she's got the #BlackLivesMatter vote w/o even talking to them.  Most blacks are brainwashed by @TheDemocrats",Hillary Clinton,1,-2,-2
@user Not so great for the women you want to force to give birth against their wills. #rapeculture,Women,0,0,1
"@user Please RT the #ImpeachObama art at the top of this thread, pinned on my page.",Barack Obama,-1,-1,-2
"@user Remember , everything Trump says the opposite is true .",Donald Trump,0,-2,-3
@user Remember when millions of GWBush's emails went missing or deleted re Iraq War and nobody had a hearing? Yawn!,Hillary Clinton,0,0,0
"@user Results matter. U may feel less safe, but that is ur mental health issues. No 9/11s on Obama's watch",Barack Obama,1,2,1
@user Right now I think we're all sending special thanks to Donald Trump.,Donald Trump,1,1,1
@user Right now I think we're all sending special thanks to Donald Trump.,Hillary Clinton,-2,0,-1
"@user Right. Words no longer have meaning. Like Clintons,""It depends on what the meaning of 'is' is."" More if we don't",Hillary Clinton,0,-1,-2
"@user She lied under oath before, why trust her to speak the truth now?",Hillary Clinton,1,-2,-2
@user She would have to have a conscious to be haunted. @user #killary #Marxism,Hillary Clinton,-1,-1,-2
@user She's too old to understand the internet...that she can be fact checked.,Hillary Clinton,-2,-1,-1
@user Shocked she didn't burst into flames! #WakeUpAmerica #makeAmericaGreatAgain,Hillary Clinton,-2,0,-1
"@user Slut is a word made to degrade women, we shouldn't degrade anyone - it's their body's they can do what they like",Women,2,1,2
"@user So you've blown right past the whole ""women stopped dying after RvW"" thing. #prolifelie #hashtagitall",Women,1,0,-1
@user Stop promoting @HillaryClinton. She is a liar. Just like her impeached husband. #WakeUpAmerica,Hillary Clinton,-1,-2,-3
"@user Sure , after 8 years of TOTAL OBSTRUCTION ( not to mention hateful , vile words and racist behavior ) Lindsay and his fellow spineless traitors ( aka Republicans ) want "" both parties to come together "" now ! The HYPOCRISY is STUNNING ! \n #AmericaOrTrump \n #AmericaHasNoPresident",Donald Trump,-2,-1,-1
